source,target,weight
AINR,ASER,1
AINR,AUAL,2
AINR,BAGL,1
AINR,BAGR,7
AINR,CEPshVL,5
AINR,CEPVL,3
AINR,RIBL,5
AINR,RIBR,1
AINR,RID,3
AIYL,ADFL,1
AIYL,AIBL,2
AIYL,AIZL,10
AIYL,AIZR,1
AIYL,ASEL,1
AIYL,AUAL,1
AIYL,AVBL,1
AIYL,AWAL,1
AIYL,AWBL,1
AIYL,BAGR,2
AIYL,RIAL,1
AIYL,RIAR,2
AIYL,RIBL,7
AIYL,RIBR,1
AIYL,RIML,1
AIYR,AFDR,1
AIYR,AIZR,12
AIYR,ASER,2
AIYR,AUAR,2
AIYR,AWAR,2
AIYR,AWBR,1
AIYR,BAGL,1
AIYR,RIAR,3
AIYR,RIBR,4
AIZL,AIAL,12
AIZL,AIBL,11
AIZL,AIBR,27
AIZL,AIZR,1
AIZL,ASEL,2
AIZL,ASGL,1
AIZL,AVDL,1
AIZL,AVEL,3
AIZL,AVER,8
AIZL,AWCR,1
AIZL,BAGR,1
AIZL,DVA,1
AIZL,RIAL,9
AIZL,RIAR,3
AIZL,RID,1
AIZL,RIML,20
AIZL,SMBDL,13
AIZL,SMBVL,13
AIZL,SMBVR,3
AIZR,AIAR,10
AIZR,AIBL,27
AIZR,AIBR,9
AIZR,AIYR,1
AIZR,ASER,1
AIZR,AVAL,1
AIZR,AVEL,7
AIZR,AVER,2
AIZR,AWAR,1
AIZR,AWBR,2
AIZR,AWCR,2
AIZR,BAGL,1
AIZR,RIAR,8
AIZR,RIH,1
AIZR,RIMR,21
AIZR,SMBDR,8
AIZR,SMBVR,11
ALA,ADLL,1
ALA,AVAR,1
ALA,AVEL,3
ALA,AVER,2
ALA,CEPshDR,1
ALA,CEPshVR,2
ALML,AVDR,1
ALML,AVM,1
ALML,BDUL,9
ALML,CEPDL,4
ALML,CEPVL,4
ALML,PVCL,10
ALML,PVNR,1
ALML,RID,1
ALML,RIFL,1
ALMR,ADER,2
ALMR,AVDL,2
ALMR,AVDR,2
ALMR,BDUR,6
ALMR,CEPDR,4
ALMR,CEPVR,5
ALMR,PVCR,7
ALMR,PVNR,1
ALMR,RIFR,1
ALNL,ADEL,1
ALNL,RIVR,1
ALNL,SAAVL,10
ALNL,SMBDR,4
ALNL,SMDVL,1
ALNL,SMDVR,1
ALNR,AVAL,2
ALNR,BWM-DR04,1
ALNR,RIAR,1
ALNR,RMGR,1
ALNR,SAAVR,9
ALNR,SMBDL,4
ALNR,SMDDL,1
AQR,AIBL,1
AQR,AUAR,1
AQR,AVAL,7
AQR,AVAR,6
AQR,AVBL,3
AQR,AVBR,2
AQR,AVDL,1
AQR,AVDR,2
AQR,BAGL,3
AQR,BAGR,8
AQR,FLPL,1
AQR,IL1VL,1
AQR,PVCL,5
AQR,PVCR,5
AQR,PVPL,2
AQR,PVPR,1
AQR,RIAL,9
AQR,RIAR,8
AQR,RIR,9
ASEL,ADLL,2
ASEL,AFDL,1
ASEL,AFDR,2
ASEL,AIAL,1
ASEL,AIBL,13
ASEL,AIBR,3
ASEL,AINL,1
ASEL,AIYL,11
ASEL,AIYR,6
ASEL,ASGL,2
ASEL,AWCL,5
ASEL,AWCR,1
ASEL,BAGL,1
ASEL,BAGR,1
ASEL,RIAR,1
ASER,AFDL,3
ASER,AFDR,2
ASER,AIAR,1
ASER,AIBL,6
ASER,AIBR,15
ASER,AIYL,11
ASER,AIYR,21
ASER,AIZL,1
ASER,ASIR,1
ASER,AWAR,1
ASER,AWCR,9
ASGL,AIAL,9
ASGL,AIBL,1
ASGL,AIML,3
ASGL,AIZL,1
ASGL,ASJL,1
ASGL,CEPshVL,1
ASGL,CEPVL,1
ASGR,AIAR,10
ASGR,AIBR,3
ASHL,ADAL,3
ASHL,ADLL,3
ASHL,AIAL,11
ASHL,AIAR,1
ASHL,AIBL,7
ASHL,AIZL,1
ASHL,AVAL,15
ASHL,AVBL,11
ASHL,AVDL,1
ASHL,AVDR,7
ASHL,AVEL,2
ASHL,AVHR,1
ASHL,AVJR,1
ASHL,AWAL,1
ASHL,AWBL,2
ASHL,HSNL,1
ASHL,HSNR,1
ASHL,PVQL,2
ASHL,RIAL,1
ASHL,RIFL,1
ASHL,RMGL,3
ASHL,SMBVL,1
ASHL,URXL,2
ASHR,ADAR,2
ASHR,ADFR,1
ASHR,ADLR,4
ASHR,AIAL,1
ASHR,AIAR,12
ASHR,AIBR,7
ASHR,AIMR,1
ASHR,AIYR,1
ASHR,AVAL,2
ASHR,AVAR,18
ASHR,AVBR,11
ASHR,AVDL,10
ASHR,AVDR,3
ASHR,AVER,2
ASHR,AVHL,2
ASHR,AVJL,1
ASHR,AWAR,1
ASHR,AWBR,1
ASHR,HSNL,1
ASHR,HSNR,2
ASHR,PVCL,2
ASHR,RIAR,1
ASHR,RIMR,1
ASHR,RMGR,1
ASIL,AIAL,3
ASIL,AIAR,2
ASIL,AIBL,4
ASIL,AIBR,2
ASIL,ASER,1
ASIL,ASGL,5
ASIL,ASHL,1
ASIL,ASKL,1
ASIL,AWCL,10
ASIL,AWCR,8
ASIL,CEPshDL,2
ASIL,CEPshVL,3
ASIL,CEPVL,1
ASIR,AFDR,1
ASIR,AIAR,6
ASIR,AIBR,7
ASIR,AIYR,2
ASIR,ASGR,3
ASIR,AWAR,1
ASIR,AWBR,1
ASIR,AWCL,4
ASIR,AWCR,6
ASIR,CEPshDR,1
ASIR,CEPshVR,8
ASJL,AIAL,1
ASJL,ALA,1
ASJL,ASKL,4
ASJL,PVQL,14
ASJR,AINR,1
ASJR,ALA,1
ASJR,ASKR,4
ASJR,CEPshVR,1
ASJR,PVQR,13
ASKL,ADAL,1
ASKL,ADLL,2
ASKL,AIAL,25
ASKL,AIBL,6
ASKL,AIML,2
ASKL,AINL,1
ASKL,ASGL,1
ASKL,ASIL,1
ASKL,AWBL,1
ASKL,PVQL,1
ASKL,SIBDR,1
ASKL,SMDDR,1
ASKR,ADLR,2
ASKR,AIAL,1
ASKR,AIAR,29
ASKR,AIBR,6
ASKR,AIMR,11
ASKR,ASER,2
ASKR,ASKL,1
ASKR,AVFL,1
ASKR,AVFR,1
ASKR,HSNL,2
ASKR,HSNR,1
ASKR,PVQR,1
AUAL,ADFL,2
AUAL,AINR,2
AUAL,AVAL,8
AUAL,AVEL,10
AUAL,DVA,3
AUAL,RIAL,20
AUAL,RIBL,13
AUAL,RIR,1
AUAL,URXL,4
AUAR,AINL,1
AUAR,AVAR,7
AUAR,AVER,10
AUAR,RIAR,18
AUAR,RIBR,20
AUAR,URXR,1
AVFL,AIAL,1
AVFL,AVAL,2
AVFL,AVBL,3
AVFL,AVBR,2
AVFL,AVFR,1
AVFL,AVHR,1
AVFL,AVJL,1
AVFL,BDUR,2
AVFL,HSNL,2
AVFL,PVNL,1
AVFL,PVQL,1
AVFL,PVQR,1
AVFL,RIFL,3
AVFR,AIMR,1
AVFR,ASJL,1
AVFR,ASJR,1
AVFR,ASKR,1
AVFR,AVBR,1
AVFR,AVFL,6
AVFR,AVKR,1
AVFR,BDUR,2
AVFR,DVA,1
AVFR,HSNL,6
AVFR,HSNR,1
AVFR,PVNR,1
AVFR,PVQL,1
AVFR,PVQR,1
AVFR,RID,1
AVFR,RIFR,2
AVFR,SMBVR,1
AVFR,URADR,1
AVHL,ADFR,3
AVHL,ADLR,1
AVHL,ASHR,1
AVHL,AVAR,1
AVHL,AVBL,1
AVHL,AWBR,4
AVHL,PVPR,2
AVHL,RIR,7
AVHL,SMBDR,1
AVHL,SMBVR,2
AVHL,SMDVL,1
AVHR,ADFL,3
AVHR,AINR,2
AVHR,AVBL,2
AVHR,AVBR,2
AVHR,AVJL,1
AVHR,AVJR,3
AVHR,AWBL,2
AVHR,CEPshDR,1
AVHR,DVA,1
AVHR,PVCL,1
AVHR,PVPL,3
AVHR,RIGL,1
AVHR,RIML,1
AVHR,RIR,6
AVHR,RMFL,1
AVHR,SMBDL,2
AVHR,SMBVL,5
AVHR,URXL,1
AVJL,ASKL,1
AVJL,AVBR,2
AVJL,AVDL,1
AVJL,AVM,1
AVJL,PVCL,1
AVJL,PVCR,2
AVJL,PVNR,1
AVJR,AIYL,1
AVJR,AQR,1
AVJR,AVAL,1
AVJR,AVBL,4
AVJR,AVBR,1
AVJR,AVM,1
AVJR,PVCL,1
AVJR,PVPL,1
AVJR,RIML,1
AVJR,RIS,1
AVKL,AVEL,2
AVKL,AVER,1
AVKL,AVKR,2
AVKL,AVL,1
AVKL,RIML,4
AVKL,RIMR,3
AVKL,RIS,5
AVKL,RIVL,1
AVKL,RMDL,5
AVKL,RMFL,1
AVKL,SAADR,2
AVKL,SAAVR,1
AVKL,SIADR,1
AVKL,SIBDR,1
AVKL,SMDDL,2
AVKL,SMDDR,1
AVKL,SMDVL,1
AVKR,AVEL,2
AVKR,AVER,2
AVKR,AVKL,2
AVKR,RIML,3
AVKR,RIMR,4
AVKR,RIS,6
AVKR,RIVR,2
AVKR,RMDL,1
AVKR,RMDR,6
AVKR,RMFL,1
AVKR,SAADL,2
AVKR,SAAVL,1
AVKR,SIADL,1
AVKR,SMBDL,1
AVKR,SMDVR,1
AVL,PVT,1
AVL,RIBR,1
AVL,RIS,1
AVL,RMER,1
AVL,URYVR,1
AVM,ALML,2
AVM,AVBL,6
AVM,AVBR,7
AVM,AVDR,1
AVM,AVJL,2
AVM,AVJR,4
AVM,BDUL,3
AVM,BDUR,2
AVM,FLPL,1
AVM,PVCL,11
AVM,PVCR,5
AVM,PVNR,1
AWAL,ADFL,2
AWAL,ADLL,1
AWAL,AFDL,5
AWAL,AIAL,3
AWAL,AIML,1
AWAL,AIYL,5
AWAL,AIZL,17
AWAL,ASEL,3
AWAL,ASGL,1
AWAL,ASIL,1
AWAL,AWBL,5
AWAL,HSNR,2
AWAL,PVQL,1
AWAR,ADFR,1
AWAR,ADLR,2
AWAR,AFDR,6
AWAR,AIAR,1
AWAR,AIYR,4
AWAR,AIZR,9
AWAR,ASER,9
AWAR,ASGR,1
AWAR,ASHR,2
AWAR,AWBR,6
AWAR,RIFR,1
AWAR,RIGR,1
AWBL,ADFL,10
AWBL,AIAL,3
AWBL,AIZL,8
AWBL,ASHL,1
AWBL,AUAL,1
AWBL,AVHR,2
AWBL,AWAL,1
AWBL,RIAL,1
AWBL,RIGL,2
AWBL,RIR,2
AWBL,SMBVL,3
AWBR,ADFL,1
AWBR,ADFR,10
AWBR,AIAR,2
AWBR,AIMR,1
AWBR,AIYR,1
AWBR,AIZR,6
AWBR,AUAR,1
AWBR,AVHL,1
AWBR,AWAR,1
AWBR,RIAR,1
AWBR,RIGR,2
AWCL,AFDR,2
AWCL,AIAL,2
AWCL,AIAR,2
AWCL,AIBL,8
AWCL,AIBR,3
AWCL,AIYL,11
AWCL,AIYR,9
AWCL,AIZR,1
AWCL,ASIR,1
AWCL,AWCR,13
AWCL,BAGL,2
AWCL,BAGR,2
AWCL,CEPshDL,1
AWCL,IL1L,1
AWCL,IL2L,1
AWCL,RMFL,2
AWCR,AIAL,8
AWCR,AIAR,10
AWCR,AIBL,8
AWCR,AIBR,11
AWCR,AIYL,6
AWCR,AIYR,8
AWCR,AIZL,1
AWCR,AIZR,1
AWCR,ASER,6
AWCR,ASIR,1
AWCR,AWCL,9
BAGL,AVAR,6
BAGL,AVER,8
BAGL,RIAR,16
BAGL,RIBR,14
BAGL,RIGR,2
BAGL,RMFR,3
BAGR,AFDL,1
BAGR,AIBR,2
BAGR,AIYL,2
BAGR,AVAL,5
BAGR,AVEL,11
BAGR,BAGL,2
BAGR,RIAL,18
BAGR,RIBL,21
BAGR,RIBR,2
BAGR,RIGL,4
BAGR,RIR,1
BAGR,RMFL,3
BDUL,ADEL,2
BDUL,AVDR,1
BDUL,AVFL,1
BDUL,AVFR,2
BDUL,AVJL,1
BDUL,AVKR,1
BDUL,AVM,1
BDUL,CEPshVL,1
BDUL,IL2DL,1
BDUL,PVCR,1
BDUL,PVNL,4
BDUL,PVNR,2
BDUL,RID,1
BDUL,SDQL,1
BDUL,URADL,1
BDUR,ALMR,4
BDUR,AVFL,1
BDUR,AVFR,4
BDUR,AVJR,2
BDUR,AVM,1
BDUR,HSNR,1
BDUR,PVNL,4
BDUR,PVNR,6
CEPDL,AVER,7
CEPDL,IL1DL,4
CEPDL,IL1L,1
CEPDL,OLLL,10
CEPDL,OLQDL,4
CEPDL,PVR,1
CEPDL,RIBL,2
CEPDL,RICL,3
CEPDL,RICR,3
CEPDL,RIS,2
CEPDL,RMDVL,8
CEPDL,RMHL,2
CEPDL,RMHR,3
CEPDL,URBL,3
CEPDL,URXL,3
CEPDL,URYDL,1
CEPDR,ALMR,1
CEPDR,AVDR,1
CEPDR,AVEL,10
CEPDR,AVJR,1
CEPDR,BWM-DL07,1
CEPDR,BWM-DR05,1
CEPDR,BWM-DR07,1
CEPDR,IL1DR,8
CEPDR,OLLR,15
CEPDR,OLQDR,7
CEPDR,RICL,5
CEPDR,RICR,5
CEPDR,RIPR,1
CEPDR,RMDDL,1
CEPDR,RMDDR,1
CEPDR,RMDVR,8
CEPDR,RMGR,1
CEPDR,RMHL,2
CEPDR,RMHR,1
CEPDR,SIADL,2
CEPDR,SMBDL,1
CEPDR,SMDDL,1
CEPDR,URADR,2
CEPDR,URBR,2
CEPDR,URXR,1
CEPDR,URYDR,2
CEPVL,AVER,6
CEPVL,BWM-VL05,1
CEPVL,CEPshVL,1
CEPVL,IL1VL,3
CEPVL,OLLL,11
CEPVL,OLQVL,5
CEPVL,PLNL,1
CEPVL,PVR,1
CEPVL,RIAL,1
CEPVL,RIBL,2
CEPVL,RICL,4
CEPVL,RICR,3
CEPVL,RIPL,1
CEPVL,RMDDL,9
CEPVL,RMHL,1
CEPVL,RMHR,2
CEPVL,SIAVL,2
CEPVL,SMBVL,1
CEPVL,SMDVR,2
CEPVL,URAVL,2
CEPVL,URBL,2
CEPVL,URYVL,2
CEPVR,AVEL,6
CEPVR,AVER,1
CEPVR,IL1R,1
CEPVR,IL1VR,5
CEPVR,OLLR,9
CEPVR,OLQVR,7
CEPVR,PVR,1
CEPVR,RICL,3
CEPVR,RICR,6
CEPVR,RIPR,2
CEPVR,RMDDR,6
CEPVR,RMDR,1
CEPVR,RMHL,3
CEPVR,RMHR,1
CEPVR,SIAVR,1
CEPVR,SMBVR,1
CEPVR,SMDVL,2
CEPVR,URAVR,3
CEPVR,URBR,5
CEPVR,URXR,2
CEPVR,URYVR,1
DVA,ADAR,1
DVA,ADEL,1
DVA,AIZL,2
DVA,AIZR,2
DVA,AQR,4
DVA,AUAL,2
DVA,AUAR,3
DVA,AVAL,1
DVA,AVAR,2
DVA,AVBR,1
DVA,AVDL,1
DVA,AVEL,7
DVA,AVER,7
DVA,FLPR,1
DVA,OLQVL,1
DVA,OLQVR,1
DVA,PVCL,1
DVA,PVCR,1
DVA,RIAL,2
DVA,RIAR,1
DVA,RIBL,2
DVA,RIH,1
DVA,RIML,1
DVA,RIPR,1
DVA,RIR,2
DVA,SIBVR,1
DVA,SMBDL,1
DVA,SMBDR,2
DVA,SMBVL,1
DVA,SMBVR,2
DVA,URYDR,1
DVA,URYVL,1
DVC,AIBL,5
DVC,AIBR,7
DVC,AIZL,1
DVC,AQR,1
DVC,AVAL,6
DVC,AVAR,9
DVC,AVEL,1
DVC,AVER,2
DVC,AVKL,2
DVC,FLPR,1
DVC,RIBL,5
DVC,RIBR,9
DVC,RIGL,10
DVC,RIGR,13
DVC,RIVR,1
DVC,RMFL,6
DVC,RMFR,4
DVC,URYVL,3
FLPL,ADER,2
FLPL,AIBR,1
FLPL,AVAL,8
FLPL,AVAR,8
FLPL,AVBL,3
FLPL,AVBR,1
FLPL,AVDL,4
FLPL,AVEL,2
FLPL,AVER,3
FLPL,DVA,1
FLPL,FLPR,2
FLPL,PVCL,1
FLPL,RIH,2
FLPL,RIS,1
FLPL,SDQL,1
FLPL,SDQR,1
FLPR,ADAR,1
FLPR,ADER,1
FLPR,AIBL,1
FLPR,AVAL,9
FLPR,AVAR,5
FLPR,AVBL,2
FLPR,AVDL,4
FLPR,AVEL,3
FLPR,FLPL,2
FLPR,PVCL,1
HSNL,ADLL,1
HSNL,AIAL,2
HSNL,AIAR,2
HSNL,ASHL,2
HSNL,ASKR,1
HSNL,AVFR,1
HSNL,AVHR,1
HSNL,AWBL,1
HSNL,AWBR,1
HSNL,BDUL,3
HSNL,HSNR,1
HSNL,PVNL,2
HSNL,PVNR,1
HSNL,PVQL,1
HSNL,RIFL,2
HSNL,RIFR,1
HSNL,RMGL,1
HSNR,AIAR,2
HSNR,ASHL,1
HSNR,ASHR,1
HSNR,ASKR,1
HSNR,AVJL,1
HSNR,AVM,1
HSNR,AWAL,1
HSNR,AWBL,2
HSNR,BDUR,3
HSNR,PVQR,1
HSNR,RIFR,2
IL1DL,BWM-DL01,6
IL1DL,BWM-DL02,4
IL1DL,IL1L,1
IL1DL,OLLL,2
IL1DL,PVR,1
IL1DL,RIPL,3
IL1DL,RMDDR,1
IL1DL,RMDVL,9
IL1DL,RMEL,1
IL1DL,URADL,2
IL1DR,BWM-DR01,6
IL1DR,BWM-DR02,3
IL1DR,BWM-DR04,2
IL1DR,IL1R,3
IL1DR,OLLR,3
IL1DR,RIPR,3
IL1DR,RMDVR,10
IL1DR,RMER,2
IL1L,AVER,1
IL1L,BWM-DL02,4
IL1L,BWM-VL02,13
IL1L,BWM-VL04,2
IL1L,RMDDL,3
IL1L,RMDDR,2
IL1L,RMDL,3
IL1L,RMDR,1
IL1L,RMDVL,3
IL1L,RMER,1
IL1L,RMHR,2
IL1R,AVEL,1
IL1R,BWM-DR01,2
IL1R,BWM-DR02,6
IL1R,BWM-DR04,2
IL1R,BWM-VR01,1
IL1R,BWM-VR02,6
IL1R,GLRR,1
IL1R,IL1DR,1
IL1R,IL1VR,1
IL1R,RMDDL,2
IL1R,RMDDR,5
IL1R,RMDL,3
IL1R,RMDR,3
IL1R,RMDVL,3
IL1R,RMDVR,3
IL1R,RMEL,1
IL1R,RMFL,1
IL1R,RMHL,1
IL1VL,BWM-VL01,2
IL1VL,BWM-VL02,7
IL1VL,BWM-VL04,1
IL1VL,PVR,1
IL1VL,RIPL,4
IL1VL,RMDDL,8
IL1VL,RMDVR,1
IL1VL,RMEL,3
IL1VL,URAVL,1
IL1VR,BWM-VR01,4
IL1VR,BWM-VR02,3
IL1VR,BWM-VR04,1
IL1VR,GLRR,1
IL1VR,RIPR,2
IL1VR,RMDDR,3
IL1VR,RMER,2
IL2DL,AVEL,1
IL2DL,IL1DL,8
IL2DL,OLQDL,5
IL2DL,RIGL,1
IL2DL,RIH,5
IL2DL,RIPL,21
IL2DL,RMDVL,1
IL2DL,RMED,4
IL2DL,RMEL,6
IL2DL,RMER,6
IL2DL,RMEV,3
IL2DL,RMHL,1
IL2DL,URADL,9
IL2DR,ASIR,1
IL2DR,AWCR,1
IL2DR,BWM-DR01,1
IL2DR,BWM-DR02,1
IL2DR,CEPshDR,1
IL2DR,GLRDR,1
IL2DR,IL1DR,7
IL2DR,IL2DR,1
IL2DR,OLQDR,2
IL2DR,RIH,4
IL2DR,RIPR,18
IL2DR,RMED,1
IL2DR,RMEL,4
IL2DR,RMER,5
IL2DR,RMEV,2
IL2DR,URADR,6
IL2L,ADEL,1
IL2L,ADLL,1
IL2L,AWCL,1
IL2L,OLLL,2
IL2L,OLQDL,7
IL2L,OLQVL,5
IL2L,RICR,1
IL2L,RIH,10
IL2L,RMDL,1
IL2L,RMDR,3
IL2L,SMBVL,1
IL2L,URAVL,1
IL2L,URBL,1
IL2L,URXL,1
IL2R,ADER,2
IL2R,IL1DR,3
IL2R,IL1R,2
IL2R,OLQDR,7
IL2R,OLQVR,6
IL2R,RICL,1
IL2R,RIH,10
IL2R,RMDL,2
IL2R,RMED,2
IL2R,RMEL,2
IL2R,RMER,1
IL2R,RMEV,1
IL2R,URADR,1
IL2R,URXR,1
IL2VL,AIBR,1
IL2VL,GLRVL,2
IL2VL,IL1VL,5
IL2VL,OLQVL,4
IL2VL,RIAL,4
IL2VL,RIBL,2
IL2VL,RIPL,15
IL2VL,RMED,1
IL2VL,RMEL,4
IL2VL,RMER,6
IL2VL,RMEV,1
IL2VL,URAVL,8
IL2VR,CEPVR,1
IL2VR,IL1VR,4
IL2VR,IL2R,1
IL2VR,OLQVR,5
IL2VR,RIAR,3
IL2VR,RIH,2
IL2VR,RIPR,16
IL2VR,RMED,2
IL2VR,RMEL,5
IL2VR,RMER,5
IL2VR,RMEV,3
IL2VR,URAVR,7
IL2VR,URXR,2
IL2VR,URYVR,1
OLLL,AVER,32
OLLL,BWM-VR03,2
OLLL,CEPDL,8
OLLL,CEPVL,8
OLLL,IL1DL,1
OLLL,IL1L,1
OLLL,IL1VL,1
OLLL,RIBL,14
OLLL,RMDDL,14
OLLL,RMDL,1
OLLL,RMDR,2
OLLL,RMDVL,15
OLLL,RMEL,1
OLLL,RMEV,1
OLLL,SMDDL,2
OLLL,SMDDR,7
OLLL,SMDVL,2
OLLL,SMDVR,6
OLLL,URYVL,1
OLLR,AVEL,32
OLLR,CEPDR,11
OLLR,CEPVR,7
OLLR,IL1DR,4
OLLR,IL1R,1
OLLR,IL1VR,2
OLLR,RIBR,13
OLLR,RMDDR,12
OLLR,RMDL,4
OLLR,RMDR,1
OLLR,RMDVR,18
OLLR,RMER,1
OLLR,SMDDL,6
OLLR,SMDVL,5
