Source,Target,Synapse_Type,count,sum
ADLL_roi,OLQDL_roi,c,1,1.0
ADLL_roi,PVNL_roi,c,1,1.0
ADLL_roi,RID?,c,1,1.0
ADLL_roi,RMGL_roi,c,3,6.0
ADLL_roi,SMBVL_roi,c,3,4.0
ADLR_roi,ADAR_roi,c,1,3.0
ADLR_roi,AIAR_roi,c,5,8.0
ADLR_roi,AIBR_roi,c,25,52.0
ADLR_roi,ALA_roi,c,2,4.0
ADLR_roi,ALMR_roi,c,3,5.0
ADLR_roi,ASER_roi,c,8,11.0
ADLR_roi,ASGR_roi,c,2,4.0
ADLR_roi,ASHR_roi,c,1,2.0
ADLR_roi,ASIR_roi,c,9,11.0
ADLR_roi,ASJR_roi,c,1,2.0
ADLR_roi,ASKR_roi,c,4,5.0
ADLR_roi,AVAL_roi,c,2,3.0
ADLR_roi,AVBR_roi,c,3,4.0
ADLR_roi,AVDL_roi,c,2,7.0
ADLR_roi,AVDR_roi,c,1,2.0
ADLR_roi,AVER_roi,c,4,8.0
ADLR_roi,AVJR_roi,c,2,3.0
ADLR_roi,AWBR_roi,c,2,5.0
ADLR_roi,AWCR_roi,c,1,1.0
ADLR_roi,CEPSHDR,c,5,16.0
ADLR_roi,HSNL_roi,c,1,1.0
ADLR_roi,IL1DR_roi,c,1,3.0
ADLR_roi,OLQDR_roi,c,1,1.0
ADLR_roi,PVDR_roi,c,2,3.0
ADLR_roi,PVNL_roi,c,3,4.0
ADLR_roi,PVNR_roi,c,1,3.0
ADLR_roi,PVPR_roi,c,1,1.0
ADLR_roi,PVQR_roi,c,1,1.0
ADLR_roi,SMBVR_roi,c,1,1.0
ADLR_roi,SMDDL_roi,c,1,2.0
AFDL_roi,AINL_roi,c,1,1.0
AFDL_roi,AINR_roi,c,1,1.0
AFDL_roi,AIYL_roi,c,23,52.0
AFDL_roi,AIYR_roi,c,1,2.0
AFDL_roi,AIZL_roi,e,2,6.0
AFDL_roi,ASER_roi,c,1,1.0
AFDL_roi,ASHL_roi,c,2,5.0
AFDR,hyp7,e,1,4.0
AFDR_roi,ADFR_roi,c,1,2.0
AFDR_roi,AFDL_roi,e,1,5.0
AFDR_roi,AIBR_roi,c,1,1.0
AFDR_roi,AINL_roi,c,1,4.0
AFDR_roi,AIYR_roi,c,23,62.0
AFDR_roi,AIZR_roi,c,1,1.0
AFDR_roi,ASEL_roi,c,1,3.0
AFDR_roi,ASHR_roi,c,2,3.0
AFDR_roi,AUAR_roi,c,2,4.0
AFDR_roi,AWCR_roi,c,1,2.0
AFDR_roi,SIBDR_roi,c,2,4.0
AIAL_roi,AIAL_roi,c,1,5.0
AIAL_roi,AIBL_roi,c,9,32.0
AIAL_roi,ASEL_roi,c,1,1.0
AIAL_roi,ASER_roi,c,1,2.0
AIAL_roi,ASHL_roi,c,8,28.0
AIAL_roi,ASIL_roi,e,1,4.0
AIAL_roi,ASKL_roi,c,3,8.0
AIAL_roi,AVEL_roi,e,1,4.0
AIAL_roi,AWAL_roi,c,1,1.0
AIAL_roi,AWCL_roi,c,1,1.0
AIAR_roi,ADLR_roi,c,2,6.0
AIAR_roi,AIAL_roi,e,1,3.0
AIAR_roi,AIBR_roi,c,9,31.0
AIAR_roi,AIML_roi,c,2,4.0
AIAR_roi,ASER_roi,c,3,14.0
AIAR_roi,ASGR_roi,c,2,2.0
AIAR_roi,ASHR_roi,c,5,10.0
AIAR_roi,ASIR_roi,c,1,3.0
AIAR_roi,ASIR_roi,e,1,2.0
AIAR_roi,ASJR_roi,e,1,2.0
AIAR_roi,ASKR_roi,c,1,11.0
AIAR_roi,AVER_roi,e,1,4.0
AIAR_roi,AWBR_roi,c,1,2.0
AIAR_roi,AWCR_roi,c,1,1.0
AIBL_roi,AIAL_roi,c,1,3.0
AIBL_roi,AIBR_roi,c,1,2.0
AIBL_roi,AIBR_roi,e,1,14.0
AIBL_roi,ASGL_roi,e,1,3.0
AIBL_roi,ASHL_roi,c,1,1.0
AIBL_roi,ASKL_roi,c,1,1.0
AIBL_roi,AVAL_roi,c,6,11.0
AIBL_roi,AVBL_roi,c,7,13.0
AIBL_roi,AVEL_roi,c,1,3.0
AIBL_roi,AVKR_roi,c,1,2.0
AIBL_roi,PVT_roi,c,1,2.0
AIBL_roi,RIBR_roi,c,1,1.0
AIBL_roi,RIML_roi,c,1,3.0
AIBL_roi,RIML_roi,e,1,10.0
AIBL_roi,RIMR_roi,c,11,28.0
AIBL_roi,RIMR_roi,e,2,7.0
AIBL_roi,RIVL_roi,e,1,5.0
AIBL_roi,RMHR_roi,c,2,3.0
AIBL_roi,SAADR_roi,c,1,2.0
AIBL_roi,SAAVR_roi,c,2,3.0
AIBL_roi,SIADR_roi,c,1,1.0
AIBL_roi,SIBDL_roi,c,1,1.0
AIBL_roi,SMDDR_roi,c,3,11.0
AIBL_roi,SMDVR_roi,c,7,12.0
AIBR_roi,AIBL_roi,e,1,11.0
AIBR_roi,AIBR_roi,c,1,2.0
AIBR_roi,AIZL_roi,c,1,1.0
AIBR_roi,ASER_roi,c,2,2.0
AIBR_roi,ASER_roi,e,1,3.0
AIBR_roi,ASHR_roi,c,2,7.0
AIBR_roi,AVAR_roi,c,4,9.0
AIBR_roi,AVBR_roi,c,8,24.0
AIBR_roi,AVDR_roi,c,2,2.0
AIBR_roi,AVEL_roi,c,1,1.0
AIBR_roi,AVER_roi,c,3,5.0
AIBR_roi,AWCR_roi,e,1,1.0
AIBR_roi,DVC_roi,e,1,5.0
AIBR_roi,RIBL_roi,c,4,8.0
AIBR_roi,RIBR_roi,c,1,1.0
AIBR_roi,RIML_roi,c,11,55.0
AIBR_roi,RIMR_roi,c,2,3.0
AIBR_roi,SAAVR_roi,c,1,1.0
AIBR_roi,SIADL_roi,c,1,1.0
AIBR_roi,SIBVR_roi,c,1,1.0
AIBR_roi,SMDDL_roi,c,5,34.0
AIBR_roi,SMDVL_roi,c,3,4.0
AIBR_roi,URAVL_roi,c,1,1.0
AIBR_roi,URYDL_roi,c,2,3.0
AIBR_roi,URYVL_roi,c,1,2.0
AIML_roi,ASHL_roi,c,1,2.0
AIML_roi,ASHR_roi,c,1,2.0
AIML_roi,AVFL_roi,c,3,7.0
AIML_roi,PVNL_roi,c,1,2.0
AIML_roi,PVQR_roi,c,1,1.0
AIML_roi,RIFL_roi,c,1,2.0
AIML_roi,SMBVL_roi,e,1,1.0
AIMR_roi,ADLL_roi,c,1,3.0
AIMR_roi,AIAR_roi,e,1,1.0
AIMR_roi,AIBL_roi,c,1,3.0
AIMR_roi,ASJL_roi,c,1,2.0
AIMR_roi,ASKL_roi,c,1,3.0
AIMR_roi,AVFL_roi,c,1,2.0
AIMR_roi,AVFR_roi,c,1,2.0
AIMR_roi,CEPDR_roi,c,1,4.0
AIMR_roi,CEPSHVR,c,2,8.0
AIMR_roi,CEPVR_roi,c,2,8.0
AIMR_roi,RIFR_roi,c,1,4.0
AIMR_roi,RMGR_roi,c,1,1.0
AIMR_roi,SMBVR_roi,c,1,1.0
AIMR_roi,URXR_roi,c,1,1.0
AINL_roi,ADFR_roi,c,1,1.0
AINL_roi,AIBR_roi,c,4,9.0
AINL_roi,AIZL_roi,c,1,2.0
AINL_roi,AUAL_roi,c,3,5.0
AINL_roi,AUAR_roi,c,1,2.0
AINL_roi,AWAR_roi,c,3,7.0
AINL_roi,BAGL_roi,c,1,1.0
AINL_roi,RIAR_roi,c,2,6.0
AINL_roi,RIBL_roi,c,2,4.0
AINL_roi,RIBR_roi,c,4,9.0
AINR_roi,AIBL_roi,c,3,8.0
AINR_roi,AIYR_roi,c,1,1.0
AINR_roi,AIZL_roi,c,1,3.0
AINR_roi,AIZR_roi,c,1,2.0
AINR_roi,AUAR_roi,c,1,2.0
AINR_roi,AWAL_roi,c,1,3.0
AINR_roi,BAGL_roi,c,2,4.0
AINR_roi,BAGR_roi,c,3,7.0
AINR_roi,RIBL_roi,c,2,4.0
AINR_roi,RIBR_roi,c,4,5.0
AIYL_roi,AIBL_roi,c,1,3.0
AIYL_roi,AIBL_roi,e,1,8.0
AIYL_roi,AIZL_roi,c,17,69.0
AIYL_roi,AIZR_roi,c,1,3.0
AIYL_roi,ASEL_roi,c,1,1.0
AIYL_roi,AVER_roi,e,1,8.0
AIYL_roi,AWAL_roi,c,2,3.0
AIYL_roi,AWBL_roi,c,1,1.0
AIYL_roi,RIAL_roi,c,11,58.0
AIYL_roi,RIBL_roi,c,8,54.0
AIYR_roi,ADFR_roi,c,2,12.0
AIYR_roi,ADFR_roi,e,1,2.0
AIYR_roi,AFDR_roi,c,1,1.0
AIYR_roi,AIBR_roi,c,2,5.0
AIYR_roi,AIBR_roi,e,1,8.0
AIYR_roi,AIYL_roi,e,1,6.0
AIYR_roi,AIZR_roi,c,14,73.0
AIYR_roi,ASER_roi,c,2,8.0
AIYR_roi,ASHR_roi,c,1,1.0
AIYR_roi,AVEL_roi,e,1,9.0
AIYR_roi,AWAR_roi,c,1,1.0
AIYR_roi,RIAR_roi,c,4,46.0
AIYR_roi,RIBR_roi,c,6,61.0
AIYR_roi,RIH_roi,c,1,2.0
AIZL_roi,ADFL_roi,c,1,1.0
AIZL_roi,AIBL_roi,c,1,4.0
AIZL_roi,AIBR_roi,c,2,7.0
AIZL_roi,AIZL_roi,c,1,1.0
AIZL_roi,AIZR_roi,e,1,8.0
AIZL_roi,ASEL_roi,c,1,4.0
AIZL_roi,AUAL_roi,c,2,8.0
AIZL_roi,AWAL_roi,c,1,2.0
AIZL_roi,AWBL_roi,c,1,1.0
AIZL_roi,RIAL_roi,c,11,39.0
AIZL_roi,RID?,c,1,1.0
AIZL_roi,RIGL_roi,c,1,2.0
AIZL_roi,RIML_roi,c,3,14.0
AIZL_roi,RIPL_roi,c,1,1.0
AIZL_roi,RIR_roi,c,9,31.0
AIZL_roi,SIADL_roi,c,1,1.0
AIZL_roi,SMBDL_roi,c,6,12.0
AIZL_roi,SMBDR_roi,c,1,4.0
AIZL_roi,SMBVL_roi,c,10,43.0
AIZR_roi,ADAL_roi,c,1,1.0
AIZR_roi,ADAR_roi,c,1,1.0
AIZR_roi,ADFR_roi,c,1,1.0
AIZR_roi,AIBL_roi,c,8,72.0
AIZR_roi,AIBR_roi,c,6,19.0
AIZR_roi,AIYR_roi,c,1,3.0
AIZR_roi,AIZL_roi,e,1,6.0
AIZR_roi,AIZR_roi,c,1,5.0
AIZR_roi,ASEL_roi,c,1,1.0
AIZR_roi,ASER_roi,c,1,1.0
AIZR_roi,ASER_roi,e,1,2.0
AIZR_roi,AVAL_roi,c,3,10.0
AIZR_roi,AVKL_roi,c,2,6.0
AIZR_roi,RIAL_roi,c,2,7.0
AIZR_roi,RIAR_roi,c,4,5.0
AIZR_roi,RIBR_roi,c,1,1.0
AIZR_roi,RIMR_roi,c,8,62.0
AIZR_roi,RIR_roi,c,5,32.0
AIZR_roi,SDQR_roi,c,2,3.0
AIZR_roi,SMBDR_roi,c,4,13.0
AIZR_roi,SMBVR_roi,c,8,38.0
AIZR_roi,URYDR_roi,c,1,1.0
AIZR_roi,URYVR_roi,c,2,8.0
ALA_roi,ADLL_roi,c,2,8.0
ALA_roi,ADLR_roi,c,1,4.0
ALA_roi,AQR,c,4,12.0
ALA_roi,ASER,c,1,3.0
ALA_roi,ASGL_roi,c,1,4.0
ALA_roi,AVEL,c,3,13.0
ALA_roi,AVEL_roi,c,1,4.0
ALA_roi,AVER,c,3,14.0
ALA_roi,AVER_roi,c,4,12.0
ALA_roi,AWAR,c,2,6.0
ALA_roi,CANL_roi,c,1,6.0
ALA_roi,CANR_roi,c,2,5.0
ALA_roi,CEPshVL,c,1,6.0
ALA_roi,PVQR_roi,c,1,4.0
ALA_roi,RIAL,c,2,10.0
ALA_roi,RIAR,c,3,7.0
ALA_roi,SAAVR,c,1,4.0
ALML_roi,ADEL_roi,c,2,4.0
ALML_roi,ADER_roi,c,4,15.0
ALML_roi,AIYR_roi,c,2,3.0
ALML_roi,ALMR_roi,c,4,6.0
ALML_roi,ALMR_roi,e,1,45.0
ALML_roi,AVBL_roi,c,8,17.0
ALML_roi,AVBR_roi,c,2,4.0
ALML_roi,AVDL_roi,c,1,1.0
ALML_roi,PVCL_roi,c,11,30.0
ALML_roi,PVCR_roi,c,2,2.0
ALML_roi,PVNR_roi,c,6,7.0
ALML_roi,RIFL_roi,c,5,5.0
ALML_roi,RIS_roi,c,2,2.0
ALML_roi,RIS_roi,e,2,16.0
ALML_roi,UNK_rvg_roi,c,2,4.0
ALML_roi,unk 2_roi,c,5,8.0
ALMR_roi,ADER_roi,c,1,3.0
ALMR_roi,AVBL_roi,c,1,2.0
ALMR_roi,AVBR_roi,c,4,13.0
ALMR_roi,AVDL_roi,c,1,2.0
ALMR_roi,AVJL_roi,c,1,2.0
ALMR_roi,AWBR_roi,c,1,6.0
ALMR_roi,PVCR_roi,c,11,29.0
ALMR_roi,PVNR_roi,c,8,15.0
ALMR_roi,PVPR_roi,c,3,6.0
ALMR_roi,PVR_roi,e,2,21.0
ALMR_roi,RIS_roi,e,1,8.0
ALMR_roi,UNK_rvg_roi,c,5,14.0
ALMR_roi,unk 2_roi,c,2,5.0
ALNL_roi,AVAL_roi,c,3,3.0
ALNL_roi,SAAVR_roi,c,2,2.0
ALNL_roi,SIBDL_roi,c,2,2.0
ALNR_roi,IL1R_roi,c,1,2.0
ALNR_roi,RMGR_roi,c,1,1.0
ALNR_roi,SAADL_roi,c,1,1.0
ALNR_roi,SAAVR,c,5,15.0
ALNR_roi,SMBDL_roi,c,2,9.0
AQR_roi,AIBL_roi,c,1,2.0
AQR_roi,AVAL_roi,c,5,8.0
AQR_roi,AVAR_roi,c,1,2.0
AQR_roi,AVER_roi,c,1,2.0
AQR_roi,AVKR_roi,c,4,8.0
AQR_roi,DVA_roi,c,5,11.0
AQR_roi,OLQVL_roi,c,1,1.0
AQR_roi,PLNR_roi,c,1,1.0
AQR_roi,PVCR_roi,c,1,2.0
AQR_roi,PVPL_roi,e,1,2.0
AQR_roi,PVPR_roi,c,1,1.0
AQR_roi,PVPR_roi,e,1,2.0
AQR_roi,RIAL_roi,c,2,5.0
AQR_roi,RIAR_roi,c,1,2.0
AQR_roi,RIML_roi,c,2,3.0
AQR_roi,RIMR_roi,c,2,4.0
AQR_roi,RIPL_roi,c,2,3.0
AQR_roi,RIR_roi,c,4,9.0
AQR_roi,RIVR_roi,c,3,7.0
AQR_roi,SAAVL_roi,c,1,2.0
AQR_roi,URXL_roi,c,1,4.0
AQR_roi,URXR_roi,c,1,1.0
ASEL_roi,ADFR_roi,c,1,2.0
ASEL_roi,AFDL_roi,c,1,4.0
ASEL_roi,AIAL_roi,c,1,2.0
ASEL_roi,AIBL_roi,c,10,16.0
ASEL_roi,AIYL_roi,c,14,27.0
ASEL_roi,AIYR_roi,c,5,9.0
ASEL_roi,AIZR_roi,c,2,3.0
ASEL_roi,ASEL_roi,c,1,2.0
ASEL_roi,ASER_roi,c,1,2.0
ASEL_roi,ASIL_roi,c,3,5.0
ASEL_roi,ASJL_roi,c,1,2.0
ASEL_roi,AWAL_roi,c,6,8.0
ASEL_roi,AWBL_roi,c,1,1.0
ASEL_roi,PVNL_roi,c,3,3.0
ASEL_roi,RIS_roi,c,1,1.0
ASER_roi,ADFR_roi,c,1,3.0
ASER_roi,ADFR_roi,e,1,10.0
ASER_roi,AFDL_roi,c,2,3.0
ASER_roi,AIBL_roi,c,1,1.0
ASER_roi,AIBR_roi,c,4,8.0
ASER_roi,AIYL_roi,c,4,11.0
ASER_roi,AIYR_roi,c,10,41.0
ASER_roi,ASGR_roi,c,3,11.0
ASER_roi,ASIR_roi,c,3,13.0
ASER_roi,ASIR_roi,e,1,1.0
ASER_roi,AWAR_roi,c,3,11.0
ASER_roi,RMGR_roi,c,5,16.0
ASGL_roi,AIAL_roi,c,12,28.0
ASGL_roi,AIBL_roi,c,3,3.0
ASGL_roi,AIZL_roi,c,1,4.0
ASGL_roi,AIZL_roi,e,1,2.0
ASGL_roi,ASJL_roi,c,1,1.0
ASGL_roi,AVBL_roi,c,1,4.0
ASGL_roi,AVEL_roi,c,2,2.0
ASGL_roi,AWCL_roi,c,18,39.0
ASGL_roi,CEPshVL,c,3,3.0
ASGR_roi,AIAR_roi,c,2,3.0
ASGR_roi,AIBR_roi,c,3,8.0
ASGR_roi,ASJR_roi,c,1,1.0
ASGR_roi,ASKR_roi,c,2,4.0
ASGR_roi,AVER_roi,c,1,1.0
ASGR_roi,AWBR_roi,e,1,1.0
ASGR_roi,AWCR_roi,c,14,29.0
ASGR_roi,CEPSHVR,c,3,8.0
ASHL_roi,ADLL_roi,c,1,1.0
ASHL_roi,AFDL_roi,c,1,2.0
ASHL_roi,AIAL_roi,c,5,14.0
ASHL_roi,AIAL_roi,e,1,2.0
ASHL_roi,AIBL_roi,c,10,16.0
ASHL_roi,AIYL_roi,c,10,15.0
ASHL_roi,AIZL_roi,e,1,3.0
ASHL_roi,ASEL_roi,c,1,1.0
ASHL_roi,ASER_roi,c,2,2.0
ASHL_roi,AWCL_roi,c,2,4.0
ASHL_roi,HSNL_roi,c,2,8.0
ASHR_roi,AFDR_roi,c,3,3.0
ASHR_roi,AFDR_roi,e,1,1.0
ASHR_roi,AIAR_roi,c,5,11.0
ASHR_roi,AIBR_roi,c,5,6.0
ASHR_roi,AIYR_roi,c,8,11.0
ASHR_roi,ASER_roi,c,2,2.0
ASHR_roi,ASHL_roi,e,1,7.0
ASHR_roi,ASKR_roi,c,3,8.0
ASHR_roi,AWCR_roi,c,2,3.0
ASIL,ADLL,c,4,7.0
ASIL,AMshL,c,2,4.0
ASIL,ASGL,c,1,2.0
ASIL,ASHL,c,2,3.0
ASIL,ASK,c,1,2.0
ASIL,AWAL,c,2,3.0
ASIL,AWBL,c,1,2.0
ASIL,AWCL,c,1,2.0
ASIL_roi,ADLL_roi,c,2,3.0
ASIL_roi,AIAL_roi,c,1,2.0
ASIL_roi,AIAR_roi,c,1,1.0
ASIL_roi,AIBL_roi,c,5,9.0
ASIL_roi,AIML_roi,c,2,6.0
ASIL_roi,AIMR_roi,c,2,3.0
ASIL_roi,AIYL_roi,c,3,5.0
ASIL_roi,AIZL_roi,c,6,8.0
ASIL_roi,AIZL_roi,e,1,12.0
ASIL_roi,ASEL_roi,c,4,7.0
ASIL_roi,ASJL_roi,c,1,3.0
ASIL_roi,ASJL_roi,e,1,5.0
ASIL_roi,ASKL_roi,c,1,1.0
ASIL_roi,AVBL_roi,c,1,2.0
ASIL_roi,AVFL_roi,c,2,2.0
ASIL_roi,AWBL_roi,c,1,2.0
ASIL_roi,AWBL_roi,e,1,1.0
ASIL_roi,HSNL_roi,c,5,7.0
ASIL_roi,PVNL_roi,c,8,12.0
ASIL_roi,PVNL_roi,e,1,1.0
ASIL_roi,PVQL_roi,c,2,6.0
ASIL_roi,RIFL_roi,c,1,2.0
ASIL_roi,RIGL_roi,c,1,1.0
ASIR,ADLR,c,1,2.0
ASIR,AWAR,c,1,2.0
ASIR_roi,ADAR_roi,c,1,1.0
ASIR_roi,ADFR_roi,e,1,2.0
ASIR_roi,ADLR_roi,c,4,8.0
ASIR_roi,AIAR_roi,c,2,5.0
ASIR_roi,AIBR_roi,c,7,16.0
ASIR_roi,AIML_roi,c,2,4.0
ASIR_roi,AIYR_roi,c,5,7.0
ASIR_roi,AIZR_roi,c,9,14.0
ASIR_roi,ASER_roi,c,10,15.0
ASIR_roi,ASIL_roi,c,1,1.0
ASIR_roi,ASIL_roi,e,1,7.0
ASIR_roi,AVFR_roi,c,1,1.0
ASIR_roi,HSNL_roi,c,2,3.0
ASIR_roi,PVNL_roi,c,6,6.0
ASIR_roi,PVPR_roi,c,1,3.0
ASIR_roi,PVQR_roi,c,2,2.0
ASIR_roi,SMBVR_roi,c,1,1.0
ASIR_roi,URYVR_roi,c,1,3.0
ASJL_roi,AIML_roi,c,1,1.0
ASJL_roi,ASJR_roi,e,1,5.0
ASJL_roi,ASKL_roi,c,1,2.0
ASJL_roi,AVFL_roi,c,7,14.0
ASJL_roi,AVFR_roi,c,1,2.0
ASJL_roi,HSNL_roi,c,1,7.0
ASJL_roi,PVNL_roi,c,3,6.0
ASJL_roi,PVQL_roi,c,16,46.0
ASJL_roi,PVQR_roi,c,2,6.0
ASJR_roi,ADLR_roi,c,1,1.0
ASJR_roi,AIAR_roi,c,2,4.0
ASJR_roi,AIBR_roi,c,1,1.0
ASJR_roi,AIMR_roi,c,1,2.0
ASJR_roi,ALNR_roi,c,1,1.0
ASJR_roi,ASER_roi,e,1,4.0
ASJR_roi,ASJL_roi,e,1,4.0
ASJR_roi,ASKR_roi,c,1,4.0
ASJR_roi,AVFL_roi,c,4,8.0
ASJR_roi,AVFR_roi,c,2,5.0
ASJR_roi,AWAR_roi,c,1,1.0
ASJR_roi,PVNL_roi,c,2,3.0
ASJR_roi,PVQR_roi,c,19,44.0
ASJR_roi,RIFR_roi,c,1,3.0
ASJR_roi,RIS_roi,c,1,3.0
ASJR_roi,SAADL_roi,c,1,1.0
ASKL_roi,AIAL_roi,c,16,31.0
ASKL_roi,ALA_roi,c,1,1.0
ASKL_roi,AWCL_roi,c,1,1.0
ASKL_roi,AWCL_roi,e,1,2.0
ASKL_roi,HSNL_roi,c,1,1.0
ASKR_roi,ADLR_roi,c,1,2.0
ASKR_roi,AIAR_roi,c,14,30.0
